Number of Files,Course ID,Course Full Name
28,38677,HPSCGA98/HPSCGA99 Dissertation 2016/17
28,38693,HPSCGA42 Sociology of Science and Technology
28,26271,The Digital Department CMALT 2014
28,23409,ECON1009: An Introduction to Economic Thinking
28,27927,Intercalated BSc in Paediatrics and Child Health
28,41767,"BENVGHB2: Integrated Building Design for Health, Comfort and Wellbeing"
28,24795,ECON2000: Explore Econ and Skills Lab 
28,38845,HPSC2027 Engaging the Public with Science
28,37861,Advanced Economics Skills Lab
28,40037,BENVGDA5: NEO-STRUCTURALISM AND THE DEVELOPMENTAL STATE 2016/17
28,40053,BENVGPU5: Transport Equity and Urban Mobility
28,40071,Economics Further Study Advising
28,40115,"BENVGSD5: Communication, Technologies and Social Power 2016/17"
28,41305,HPSC3009: Publishing in Science
28,40145,BENVGBUA: Housing as Urbanism: Housing Policy and the Search for Scale - 2016-17
28,7924,ARCLG114: Archaeological Ceramics Analysis
28,13053,Living With Long Term Conditions
28,27491,Student Presentation Forum
28,40149,BENVGBUB: Housing policies: Practical Dimensions and Alternative Options - 2016-17
28,34941,Affiliate Students - UG Economics
28,38679,HPSCGA59 Special Topics in STS: Political Economy of Science
28,37341,ENGLEMM: Early Modern Marginalities: Research Resources Hub
28,40213,BENVGES2 Urban Environmental Planning and Management in Development
28,38695,HPSCGA41 STS Perspectives on Security and War
28,21641,Economics PhD Job Market
28,35925,Explore Econ
28,38713,HPSCGA01 Introduction to Science and Technology Studies
28,41769,BENVGHB1: Wellbeing in Buildings: Theory and Practice
28,36257,SCS PGTA Test 1
28,24843,ECONG046: Economics of Households
28,22177,ECONG055: Applied Policy Analysis
28,40815,BENVGUE7: The Informal Economy and Urban Development
28,14049,MATH2201: Algebra 3 - Further Linear Algebra
28,42045,DPU Staff Information portal
28,40055,MSc Urban Development Planning
28,38541,HPSC1008 Science Communication and Public Engagement
28,42163,Romanticism and Revolution
28,30021,Economics Careers Tutor Moodle page
28,13847,GEOG2025: Geocomputation and Computational Social Science
28,4459,BENVGA02: Advanced Architectural Studies (History and Theory)
28,3467,"SEEF2003: Finland: Environment, Society and Culture"
28,21315,PhD Workshop: Topics in Applied Economics
28,38681,HPSCGA49 Science Policy in the Era of Risk and Uncertainty 
28,23154,ECON7012: Economics of Education
28,40215,BENVGES3 Environment and Sustainable Development in Practice
28,38699,HPSCGA40 Science in the Twentieth Century and Beyond
28,38715,HPSC3053 Globalization in Theory and Practice
28,14874,BENVGFES: Sustainable Facility Operations 
28,41771,BENVGHB3: Health and Wellbeing in Cities: Theory and Practice
28,36263,SCS PGTA Test 4
28,34419,BENVGEEF: Indoor Air Quality in Buildings
28,36407,The Digital Department CMALT 2016
28,38865,HPSC3036 Governing Emerging Technologies
28,28055,ECON1001: Economics
28,40041,BENVGDAB: Contemporary Approaches to Development Management 2016/17
28,34575,SECUGC62: Cybercrime
28,40057,BENVGUE2: Managing the City Economy 2016/17
28,40133,BENVGBU2: Participatory Processes: Building for Development - 2016-17 
28,30033,ECON3031: Economics of Migration and Job Search
28,726,LAWS3010: Family Law 
28,8994,LAWSG000: Test LLM Module
28,13107,ECON3015: The Economics of Growth
28,8450,"LCIT6005: Italian, Business and Current Affairs OLD"
28,9296,Research Publication Service
27,35549,SEESGS40: SSEES MA/MRes Dissertation Preparation Programme 2015-16
27,10593,"HART2208 [CF]: Making, Exchanging and Evaluating Art in Europe, c.1500 - c.1700 "
27,41473,CHLD3003: Health Research Methods 17/18
27,4871,NVQ 5 and NVQ 4 - Chartered Management Institute Management Awards 
27,10151,Caroline Smith - Test course
27,11429,"ELECGB11: Strategy, Marketing & the Business Environment"
27,37703,MPBE Research Skills
27,14988,HISTG103: Gender and Sexuality
27,3667,Personal Tutoring Pilot Project
27,6221,GERM4001:Translation from and into German 
27,14235,MBBS Year 1 SSC: Sexpression
27,10831,STATA Learning Set (EPH)
27,10025,CDT Integrated Photonic and Electronic Systems
27,12254,MECHGB03: Biomechanics and Biostructures
27,1151,Faculty of Brain Sciences Undergraduate Conference
27,2487,PHAS1515: FOUNDATIONS OF ASTRONOMY & TECHNIQUES OF ASTRONOMY
27,7143,ESPS2102: The Politics of European Integration
27,7654,SERS2004: Russian Language Programme (Year 2)
27,8132,FRENG035: The Boundaries of Identity: Loss and Creativity
27,7536,CENG305P: Advanced Safety and Loss Prevention
27,27583,HART3213 [BF]: Abstract Art since 1945 
27,23964,PSYCGD03: Judgment and Decision Making 
27,12256,CHEMG050: Advanced Topics in Energy Science and Materials
27,6095,The Bartlett Construction Society
27,11473,PHILG021: Philosophy of Mind Research Seminar
27,15531,ELCS6002: Conspicuous Consumption in the Realist Novel
27,39337,SEESGS40: SSEES MA/MRes Dissertation Preparation Programme 2016/17
27,15204,LCFR6034: French Level 4 (CD)
27,11861,INSTG036: Web Publishing - course information
27,11279,Construction and Project Management Site Visit Notices and Photographs
27,7890,MBBS Medical School Essays
27,15183,LCFR6001: French Level 1 (A)
27,10183,"MECHGM04: Vibrations, Acoustics and Control (GR04, M008, 4008)"
27,3047,Research Skills
27,8410,A001: Postgraduate Physiotherapy Students Page
27,3073,SECUGC48: Prevention and Disruption
26,16335,PSYCGI98: HCI-E Project 2011/12
26,36679,SELCS Year Abroad Project 2016/17
26,773,"(15/16)ANTH3030: Nationalism, Ethnicity and Race"
26,7894,FREN4211: Introduction to Post-Structuralism
26,42435,Induction: Data Science for Research in Health & Biomedicine 2017-18
26,14709,Rob Lee Test Course
26,36281,PSYCGI98: HCI Project 15/16
26,38441,BIOC: Core Programme Information for Molecular Biosciences
26,13237,Introduction to Child & Adolescent Mental Health (CHLDGM03)
26,9895,PHAS3427: Climate and Energy
26,10595,Biomedical Sciences BSc 
26,674,BENVGPLC Urban Design: Place Making
26,6691,ARCL1003: World Archaeology (ARCL1003A / 1003B / 1018)
26,4003,Writing Skills
26,23979,PSYCGS03: Current Issues in Attitudes and Research 
26,18483,PSYCGI98: HCI-E Project 2012/13
26,10701,BENVGEF4: Energy: Systems and Models
26,9096,Locating Contemporary Theory
26,10943,Health Informatics Induction
26,38651,Induction: Graduate Programme in Data Science for Research in Health & Biomedicine 2016-17
26,26257,SELCS Year Abroad 2014/15
26,14862,SESS2104 and SEESGS07: The Making of Modern Ukraine
26,40739,SELCS Year Abroad Project 2017/18
26,14673,SURGGS07: Performing Systematic Reviews of Interventions (Part 2)
26,7582,ELECGT25: Photonic Sub-Systems (PSS)
26,6896,SECUGC50 Introduction to Cybersecurity
26,7203,PUBLGC99: Crime Science Dissertation
26,4587,"SEESGS09: Causes, Consequences and Control: Corruption and Governance"
26,7844,"FREN4209: Cultures of AIDS in France: History, Policy and Representation"
26,35213,"SEHI3008/ 9008: Mass Culture in an Age of Revolution: Russia, 1900-1934 "
26,40761,PSYCGI98: HCI Project 16/17
26,2975,"SPAN7203 Early Colonial History of Latin America, 1492 - 1700"
26,9581,PGMEG011: Teaching & Learning in Medical Education
26,13329,HEBR7325/G148: Palestinians and Israeli Jews in Hebrew Literature: The Politics of Representation
26,7886,MATH3307/MATHG307: Biomathematics
26,29133,PSYCGI98: HCI-E Project 2014/15
26,16374,FREN4205: The Desire for Community
26,29743,SELCS Year Abroad Project 2015/16
26,13707,ELCS4009: Ink: material encounters with medieval texts
26,7500,ITAL2020: Second Year Italian Language
26,26301,SELCS Year Abroad 2013-14
26,25801,PSYCGI98: HCI-E Project 2013/2014
26,6747,ARCL3031:The Archaeology of Human Remains
26,1156,LAWS3016: Health Care Law
25,6749,ARCL3043:Maya Civilization
25,11835,"ZZ_HART1307 [RT]: Thematic Seminar - Art, Industry, and Idleness in the 18th and 19th centuries "
25,26059,DENTGR33: DRDP Advanced Restorative Dentistry II (2014)
25,14880,ENVS2006: Urban Design: Theory to Practice
25,21233,DENTGR33: DRDP Advanced Restorative Dentistry II (2013)
25,12469,BENVGSU3: Sustainable Urban Design
25,13973,The Digital Department
25,7696,PHIL2040: Marxism
25,1950,CELL3904 Advanced Library Project
25,4101,BENG104P: Bioprocess Analysis
25,36443,DENTGR33: ADVANCED RESTORATIVE DENTISTRY 2 (2015-16)
25,16602,STAT3019/STATM019/STATG019: Selected Topics in Statistics
25,13441,Department of Statistical Science Course Material
25,9563,"Neuroscience, Physiology and Pharmacology (NPP) Staff Student Consultative Committee (SSCC)"
25,5503,FREN4103: The Haitian Novel 1944-2004
25,3547,SEEP2001: Polish Language Level 2A - Comprehension
25,40511,Year 2 Diploma in Restorative Dental Practice 2016-17
25,13391,HEBR7414/G013:Jewish Literary Aramaic
25,11573,"Computer Security II, COMPGA02/COMPM065"
25,11169,ARCLG224: Applied Archaeology in the UK 2011-12
25,11783,PHILG030/PHILGA22 The Self in Early Analytic Philosophy
25,29399,DENTGR33: DRDP Advanced Restorative Dentistry II (2015)
25,14676,SURGGS08: Performing Systematic Reviews of Diagnostic accuracy studies
25,413,Doctorate in Clinical Communication Science
25,11435,"ELECGB13: Customer Service, Operations & Planning"
25,8404,PHIL3032: Normative Ethics
25,3759,ELEC3915 Renewable Energy
25,10923,"(15/16)ANTH3053: Temporality, Consciousness and Everyday Life"
25,29145,Biomedical Sciences Staff Student Consultative Committee (SSCC)
25,16377,"Computational Modeling for Biomedical Imaging, COMPGV17/COMPM077"
25,14559,SECUGC96: Research Project (MRes)
25,18342,NEUR3904: Advanced Library Project
25,4413,Learning Resources: NICE Guidelines
25,12517,HART3205 [NG]: Patrons and Painters in Elizabethan and Stuart England
25,9763,SEHI3006: Ivan the Terrible and the Russian Monarchy in the Sixteenth Century
25,6235,GERM4133:Reading Modern Novels 
25,12629,DENTGR33: DRDP Advanced Restorative Dentistry II (2012)
25,2432,ELEC3029 Electronic Devices and Nanotechnology
25,13367,GENEG008: Clinical Applications in Pharmacogenetic Tests
24,10409,ENVS1007/1008/1009/1010: Architecture Projects
24,12043,FINA2001: Land Art and the Persistence of Landscape
24,6429,HIST6307: Enlightenment and Revolution
24,11535,"Multimedia Systems, COMPGZ05/COMPM034"
24,11993,MSINGM99: Global Research Project 2013-14
24,14011,ELCS4006: Comparative Syntax
24,16755,LATN3433B: Cicero
24,11491,"HIST7310: The remaking of the English ruling class, 1660-1785"
24,11511,"Mathematics and Statistics, COMP206P"
24,11091,BENVGPMA: Capturing and Delivering Value
24,16647,CLAS1207: Politics Ancient and Modern
24,15198,LCFR6803: French for Academic Purposes - Introduction
24,10953,MPhil/PhD Architecture
24,15105,ARCL3093: Microscopy and dating of Archaeological Materials
24,15201,LCFR6004: French Level 4 (D)
24,10072,MATH6501: Mathematics for Engineers I
24,11099,ENVS1024: An Introduction to Management
24,10127,BIOSG003: Biosciences Research Seminars
24,10769,General Tutorials Paediatrics and Child Health 
24,5043,"HCSCGS16: Introduction to Speech, Hearing and Audiology"
24,3471,"SEEE2008: Transylvania and Beyond: Vampires, Society and Culture"
23,6719,ARCL2007:Greek art and architecture
23,29385,Hyperlinked videos (Innovation and Excellence in Education grant)
23,14067,HIST6312: Colonial and Revolutionary North America 1607-1787
23,16752,CLAS3102: Roman Drama 
23,7948,ARCLG186: Archaeology and education 
23,1994,MSc Language Sciences
23,14227,ZZ_HART1706 [Sophie Read]
23,15051,GOSH Cochlear Implant Project 2017-18
23,14670,SURGGS06: Performing Systematic Reviews of Interventions (Part 1)
23,13045,BENG204P/BENGG017: Heat and Mass Transfer in Bioprocesses
23,12023,LC EAP Teaching
23,15219,LCFR6007: French for Professional Purposes II
23,14478,PSYCGC10: Current Issues in Cognitive Neuroscience I: Fundamental Processes
23,14081,HIST7346: Gender in History: Feminist Movements in Comparative Perspective
23,7159,ESPS7401: War & Peace
23,13777,MPHY2001: Physics of the Human Body
23,876,BMS3866 PRACTICAL AURAL REHABILITATION
23,10639,GEOGG067 / G068: Changing Landscapes
23,41299,audl
23,7564,ELECGT04: Software for Network and Services Design (SNS)
23,9150,MATHMM01/MATHGM01: Advanced Modelling Mathematical Techniques
23,4589,PHASM314/SPCEG012 : Solar Physics
23,11753,"MSc Neuroscience, Language and Communication"
23,34935,BENGG029/BENGM029 Fundamental Biosciences
23,14171,Molecular Aspects of Cell & Gene Therapy - CHLDGG03
23,14793,"BENVGSE0: MRes Science and Engineering in Arts, Heritage and Archaeology - general"
23,14451,"ELCS6029: The Holocaust Witnessed, Remembered, Represented"
23,14490,PLING401: Research Skills
23,21155,"Acquisition and Processing of 3D Geometry, COMPGV18/COMPM080"
23,11521,"Image Processing, COMPGV12/COMP3072"
23,11579,"Applied Machine Learning, COMPGI09/COMPM090"
23,3117,ARCLG125: Conservation Internship (Work Placement)
23,863,LCSP Spanish Team Moodle Training
23,7888,MATH3506/MATHG506: Mathematical Ecology
23,19851,*BENGG029/BENGM029 Fundamental Biosciences
23,39181,CENG303P: Chemical Reaction Engineering II
23,10795,BENG3012/GB03/M008: Applied Cell and Molecular Biology
23,12461,PHIL1015: Introduction to Moral Philosophy
23,766,ARCL2028: Current Issues in Archaeological Theory
23,13247,Professionalism & Ethics in Child Mental Health (CHLDGM08)
23,6675,CENG3003: Chemical Reaction Engineering
23,4521,'Hands On' Laboratory Experience
22,26057,DENTGR32: DRDP Advanced Restorative Dentistry I (2014)
22,21231,DENTGR32: DRDP Advanced Restorative Dentistry I (2013)
22,633,BENVGUR5: Implementing Regeneration Projects 
22,37697,BAMS2002: Techniques in Molecular Medicine
22,36441,DENTGR32: ADVANCED RESTORATIVE DENTISTRY 1 (2015-16)
22,18207,HART1303 [HH]: Science for Art Historians
22,9353,Healthy Child Programme 0-18 years - CHLDGP16
22,3301,ARCLG123: Conservation Materials Science
22,10805,Molecular Biosciences Degree Programmes
22,27547,MSc Social Cognition 
22,15954,MBBS Year 1 SSC: Imaging Eye Disease
22,40509,Year 1 Diploma in Restorative Dental Practice 2016-17
22,16395,DENTGR32: DRDP Advanced Restorative Dentistry I (2012)
22,4735,History of Art Noticeboard
22,12535,FRENGF01: Theories and Practices of Film
22,16107,KYP test course
22,26595,MSc in Surgical & Interventional Sciences
22,29397,DENTGR32: DRDP Advanced Restorative Dentistry I (2015)
22,6475,TMSANASSUR01: MSc in Surgical Science
22,9499,STS iBSc programmes (MBBS integrated BSc)
22,11885,GEOGG038: Public and Private Modernities
22,9008,LCSP6001: Spanish Level 1 (A)
22,12150,z-INACTIVE MBBS Final Year Case of the Month Case 3 - Trauma 1
22,9927,ECONG045:Programme Evaluation for Users
22,8808,Critical Appraisal
22,12645,"Information Security Management, COMPGA14"
22,39539,MSc Social Cognition  2016/17
22,4987,Karin Charles's Test Course
22,3695,SEESGE79: Ukrainian MA New Language
22,5517,MDVLG003: Comparative Medieval Literature
22,9132,"CEGEG013/CEGEM007: Design of Roads, Bridges, Tunnels and Embankments"
22,12202,SPAN2109: Women's Writing in Latin America I
22,35487,BAMS2011: An Introduction to Applied Genomics
22,14047,MATH3603: Numerical Methods
22,8830,DUTC1201: Modern Dutch Literary Texts
22,24270,BENVGUR5: Implementing Regeneration Projects 2016/17
22,6615,HPSC9008 Science Communication and Public Engagement
22,11703,EEE Teaching Forum
22,12579,MATH7302: Analytical Dynamics
22,14175,CHLDGG02: Applied Genomics
22,11047,BENVGCM6: The Economics of Speculative Construction Development
22,8094,HARTG028: Art as Theory: the Re-making of Criticism 
21,29181,ECONG203: Foundations and Frontiers of Mechanism Design
21,349,"LAWSG039 Family, Law and Society "
21,10141, Lauren Collins - Test course
21,13479,INIMG033: Legal and Regulatory Aspects of Healthcare Associated Infection Control 
21,7972,SPAN2102: What Women Want: the Spanish Naturalist Novel
21,2709,Records Office
21,12127,MECHM004/GM03: Materials & Fatigue/Fracture Analysis
21,11743,Cell and Developmental Biology : Writing Learning Mentor
21,29183,ECONG204: Modern Macroeconomics
